"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_scheduled_retirement","operational_status","u_last_rounded_date","comments","u_location_comments","u_device_rounding","u_department_location","location.u_deskside_assignment_group","u_category","model_id","short_description"
"LD067448","HSS-1045433","HP7B9W3","VIHA-CRPH-Campbell River Public Health-Main Building-2nd Floor","Campbell River","CRPH","134","2","REQ1227898-RITM1293670-SCTASK2072642","03/31/2028","Operational","06/11/2026","","","General Rounding","CRPH","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD065679","HSS-8066598","HJX3NN3","VIHA-CRPH-Campbell River Public Health-Main Building-2nd Floor","Campbell River","Tyee Plaza","134 - Resource Room","2","VIHATRP20220919-046","01/31/2027","Operational","05/09/2024","","","General Rounding","Public Health","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD100664","HSS-1044028","FBNGDY3","VIHA-CRPH-Campbell River Public Health-Main Building-2nd Floor","Campbell River","Main Building","134 - WFH Kimberley Toonders","2","REQ1089338-RITM1146576-SCTASK1835607","10/31/2027","Operational","05/09/2024","","","Excluded"," ","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD036152","HSS-8079373","FTZGDY3","VIHA-CRMC-Campbell River Marwalk Crescent-Main Building-1st Floor","Campbell River","Main Building","18","1st Floor","VIHATRP20230916-053","11/30/2027","Operational","03/25/2024","","","General Rounding","CI/NI-FMO Admin Support","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO THNKPD T480s i5-8350 1.7GHZ 6MB 1"
"LD030730","HSS-8065014","9KK5NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","18 - projector room","2","VIHATRP20220718-051","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD066692","HSS-8091513","60HWVH3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","19","2nd Floor","VIHATRP20241202-037","01/31/2029","Operational","","","","General Rounding","Comox Valley/CR MHSU","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4","LENOVO THNKCNT M920q i5-8500 2.1GHz 8GB"
"PC040005","HSS-8072908","32L3GK3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","19","2","VIHATRP20230313-048","06/30/2027","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7430 V1",""
"LD035160","HSS-8079344","5HDZFY3","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor","Campbell River","Main Building","19","1","VIHATRP20230916-027","11/30/2027","Operational","07/24/2024","","","General Rounding","SUIT/HART","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO THNKPD T480s i5-8350 1.7GHZ 6MB 1"
"PC032541","HSS-8066643","74D5XP3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","193 - Therapy Office","1","VIHATRP20220919-091","01/31/2027","Operational","05/21/2025","","","General Rounding","Yucalta","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"AO800005","HSS-8098141","C25318M199","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","193 Therapy Services - key lock","1","ISLHTRP20260323-046","01/31/2030","Operational","","","","Mobile Cart","YLRS","NTT-Deskside Services-CampbellRiver-Local","All-in-One","TANGENT MEDIX 22B V20",""
"LD060022","HSS-8098370","PF62GD89","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","1st on Left - Nadine Armstrong","1","ISLHTRP20260413-027","05/31/2030","Operational","","","220 Dogwood","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD064285","HSS-1044121","4F1ZFY3","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","1st on right","1","REQ1099190-RITM1156952-SCTASK1857107","11/30/2027","Operational","02/09/2026","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"PC080006","HSS-8099207","MZ03EXJX","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","1st on right","","ISLHTRP20260622-078","07/31/2030","Operational","","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"C002427","C002427","63CA8P9P5J2","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)","Campbell River","mAIN","2","1","","","Operational","","Client Use / Comfort Room, data jack D54 configued for Partner vlan","","Excluded","","NTT-Deskside Services-CampbellRiver-Local","Thin Client","DELL 0H0C1T","Dell Wyse 5060 Thin Client Wireless"
"LD065453","HSS-8065021","G92KLN3","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor","Campbell River","Tyee Plaza","2","1","VIHATRP20220718-058","01/31/2027","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD065460","HSS-8099465","SD0061N0","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor","Campbell River","Main Building","20","2","ISLHTRP20260706-072","07/31/2030","Operational","","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"PC032545","HSS-8099483","MZ03FQ9K","VIHA-CRMC-Campbell River Marwalk Crescent-Main Building-1st Floor","Campbell River","Main Building","20","1st","ISLHTRP20260706-090","07/31/2030","Operational","","","","General Rounding","","NTT-Deskside Services-CampbellRiver-Local","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"LD065463","HSS-8065022","HJG7NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","20","2","VIHATRP20220718-059","01/31/2027","Operational","05/08/2025","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC031213","HSS-8017973","MJ097GKA","VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-2nd Floor","Campbell River","Main Building","200","2","","10/31/2022","Operational","03/17/2026","","","General Rounding","Staffing Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M920Q V1","LENOVO THNKCNT M920q i5-8500 2.1GHz 8GB"
"LD062925","HSS-1042148","90J2GK3","VIHA-QIMC-Quadra Island Medical Clinic-Main Building-1st Floor","Quathiaski Cove","Main Building","204","2","REQ0896482-RITM0942403-SCTASK1497881","05/31/2027","Operational","06/06/2025","","","General Rounding","Public Health","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7430 V1",""
"LD046452","HSS-8093010","9WZHX64","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","207","2nd Floor","ISLHTRP20250414-013","03/31/2029","Operational","","","","General Rounding","CRMHAS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD071341","HSS-8098133","PF60CWJ0","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor","Campbell River","Main Building","21","1","ISLHTRP20260323-038","04/30/2030","Operational","","","1307-1297 Shoppers Row","General Rounding","CRSR","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD066231","HSS-8079351","8YQZFY3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","21","2","VIHATRP20230916-034","11/30/2027","Operational","07/24/2024","","","General Rounding","CV/CR Admin Suppport","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO THINKCENTRE M910q i5-7500T 2.5GHZ"
"LD066696","HSS-8092392","2KD2WH3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services","Campbell River","Main Building","21","2nd Floor","VIHATRP20250303-013","12/31/2028","Operational","","","","General Rounding","Comox Valley/CR MHSU","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD041012","HSS-8087489","J91RCW3","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","Main Building","210","1st Floor","VIHATRP20240610-051","07/31/2028","Operational","","","","General Rounding","Region 1 Scheduling CB River","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD041019","HSS-8085025","5NQWCW3","VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-2nd Floor","Campbell River","Corporate","210","Whitehouse-1st Floor","VIHATRP20240101-023","04/30/2028","Operational","","","","Excluded","Whitehouse - 1st Floor","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"TD001768","HSS-8091862","4FVDB54","VIHA-CRED-Campbell River Eagle Drive-Main Building-2nd Floor","Campbell River","Main Building","210","2st Floor","VIHATRP20250113-038","01/31/2029","Operational","","","","General Rounding","Strathcona Indig Hlth Programs","NTT-Deskside Services-CampbellRiver-Local","Tablet","Dell LATITUDE 9450 2-in-1 V2",""
"LD090207","HSS-1040704","2SVB6J3","VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-2nd Floor","Campbell River","Main Building","210 - WFH","2","REQ0818544-RITM0859977-SCTASK1361503","12/31/2026","Operational","02/08/2023","","Work from home bundle","Excluded","Staffing Services","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3",""
"LD066161","HSS-8080819","63T4SV3","VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-2nd Floor","Campbell River","Whitehouse","214","2","VIHATRP20231127-074","12/31/2027","Operational","03/17/2026","","","General Rounding","Protection Services","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","DELL LATITUDE 7440 V2",""
"LD020582","HSS-8064854","23Y6NN3","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","220 Dogwood Street","1","VIHATRP20220711-055","11/30/2026","Operational","05/25/2026","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD065766","HSS-8072906","3H04FK3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","CRMHAS","24","2","VIHATRP20230313-046","06/30/2027","Operational","07/24/2024","","","General Rounding","CRMHAS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7430 V1",""
"PC030783","HSS-8099482","MZ03FQ9V","VIHA-CRMC-Campbell River Marwalk Crescent-Main Building-1st Floor","Campbell River","Main Building","24 B","","ISLHTRP20260706-089","07/31/2030","Operational","","","","General Rounding","FMO","NTT-Deskside Services-CampbellRiver-Local","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"LD065458","HSS-8065008","J626NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","26","2","VIHATRP20220718-045","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC047845","HSS-8079345","8BD2QR3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","27","2nd Floor","VIHATRP20230916-028","06/30/2027","Operational","07/24/2024","","","General Rounding","Campbell River Rehab","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC031273","HSS-8099499","MZ03FQ7N","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","27","2nd","ISLHTRP20260706-106","07/31/2030","Operational","","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"PC048753","HSS-8079349","5BD2QR3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","27","2nd Floor","VIHATRP20230916-032","06/30/2027","Operational","07/24/2024","","","General Rounding","Campbell River Rehab","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","LENOVO THNKCNT M920q i5-8500 2.1GHz 8GB"
"PC043284","HSS-8074777","4501KQ3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","275 - key lock","1","VIHATRP20230529-068","06/30/2027","Operational","05/21/2025","","","General Rounding","LTC VIHA Admin","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC036372","HSS-8065011","FMV4XP3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","28","2","VIHATRP20220718-048","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD066233","HSS-8079343","39DZFY3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","28","2nd Floor","VIHATRP20230916-026","11/30/2027","Operational","07/24/2024","","","General Rounding","CV/CR Admin Suppport","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","DELL LATITUDE 7440 V2"
"LD065466","HSS-8065010","JJ15NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","28","2","VIHATRP20220718-047","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD065468","HSS-8065012","6J15NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","28","2","VIHATRP20220718-049","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC030790","HSS-8065023","HMV4XP3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","29","2","VIHATRP20220718-060","01/31/2027","Operational","07/24/2024","","","General Rounding"," ","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD033329","HSS-8079376","7MNGDY3","VIHA-CRMC-Campbell River Marwalk Crescent-Main Building-1st Floor","Campbell River","Main Building","2nd floor Directors Office","1st Floor","VIHATRP20230916-056","11/30/2027","Operational","03/25/2024","","","General Rounding","Plant Svcs Admin CR/N","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","CUSTOMER OWNED LENOVO THINKPAD T470s i5-"
"LD065836","HSS-8072904","3K13GK3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","3","2","VIHATRP20230313-043","06/30/2027","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7430 V1",""
"LD065452","HSS-8065006","J5P4NN3","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor","Campbell River","Tyee Plaza","3","1","VIHATRP20220718-043","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD035153","HSS-8018782","PC16BKL8","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","3","1","","12/31/2022","Operational","","","","General Rounding","CRMHAS","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T480S","LENOVO THNKPD T480s i5-8350 1.7GHZ 6MB 1"
"PC039522","HSS-8072907","4YP3KQ3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","CRMHAS","30","2","VIHATRP20230313-047","05/31/2027","Operational","07/24/2024","","","General Rounding","CRMHAS","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC041023","HSS-8079348","18D2QR3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","30","2nd Floor","VIHATRP20230916-031","06/30/2027","Operational","07/24/2024","","","General Rounding","Campbell River Rehab","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","LENOVO THINKCENTRE M910q i5-7500T 2.5GHZ"
"PC033366","HSS-8066627","CPB5XP3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","3100","3","VIHATRP20220919-075","01/31/2027","Operational","05/21/2025","","","General Rounding","NICU","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","VIGIL Remote (VIGIL-Yucalta)"
"LD065464","HSS-8065019","586JLN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","32","2","VIHATRP20220718-056","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC048738","HSS-8072905","GTL3KQ3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","34","2","VIHATRP20230313-044","05/31/2027","Operational","07/24/2024","","","General Rounding"," ","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC027748","HSS-8065003","2LR4XP3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","36","2","VIHATRP20220718-040","11/30/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD065471","HSS-8065024","38CJLN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","36 - Reception","2","VIHATRP20220718-061","01/31/2027","Operational","10/15/2025","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC044155","HSS-8072916","H9H3KQ3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","385 - key lock","1","VIHATRP20230313-061","05/31/2027","Operational","05/21/2025","","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
