"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"PC037436","HSS-8080790","HRJMPR3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","1730","1","VIHATRP20231127-042","","04/27/2026","General Rounding","Support staff","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC041488","HSS-8080799","2QFMPR3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","1730","1","VIHATRP20231127-051","","04/27/2026","General Rounding","Support staff","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD032254","HSS-8099105","SD00PG05","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","WFH","2","ISLHTRP20260615-008","","","Excluded","support staff","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"LD056268","HSS-8094785","FKYQ774","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","South tower","S219","2","ISLHTRP20250804-043","","07/02/2026","General Rounding","Support staff","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC034067","HSS-8061651","4112RN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","South tower","S254","2","VIHATRP20220815-107","","06/11/2026","General Rounding","Support staff","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC032799","HSS-8071807","19VMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2307","2","VIHATRP20230206-102","","06/09/2026","Critical Clinical","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC043661","HSS-8082332","H8TLPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2300","2","VIHATRP20240115-066","","06/09/2026","Critical Clinical","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000338","HSS-8094389","C24223M035","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","ISLHTRP20250714-044","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000446","HSS-8093432","C23A03M119","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2307","2","VIHATRP20250512-011","","06/18/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC036171","HSS-8097434","MZ034L0N","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","unknown","2","ISLHTRP20260202-110","","06/10/2026","Critical Clinical","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO M90q Gen 5 Desktop 512HD"
"AO000356","HSS-8093855","C24102M129","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2300","2","ISLHTRP20250616-018","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC033178","HSS-8082343","J6TLPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2335","2","VIHATRP20240115-077","","06/29/2026","General Rounding","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000528","HSS-8097105","C25318M135","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","ISLHTRP20260112-051","","06/26/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V20"
"AO000450","HSS-8090924","C24529M002","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2307","2","VIHATRP20241007-084","","06/18/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V12"
"AO000382","HSS-8093861","C24102M141","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","ISLHTRP20250616-024","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000490","HSS-8093431","C23A03M132","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2307","2","VIHATRP20250512-010","","06/18/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000355","HSS-8093860","C24102M123","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","SDC","2","ISLHTRP20250616-023","","07/09/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000341","HSS-8093857","C24102M142","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2300","2","ISLHTRP20250616-020","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000358","HSS-8093856","C24102M105","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","ISLHTRP20250616-019","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO005233","HSS-8093434","C23A03M011","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","South tower","unknown","2","VIHATRP20250512-013","","06/22/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000376","HSS-8093862","C24102M113","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","ISLHTRP20250616-025","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO005579","HSS-1998257","C24304M047","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC033442","HSS-8085906","7364X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","SDC OR 4","2","VIHATRP20240422-068","","06/09/2026","Critical Clinical","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO000361","HSS-8094386","C24223M154","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","2212","2","ISLHTRP20250714-041","","06/17/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000362","HSS-8094388","C24223M153","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","SDC","2","ISLHTRP20250714-043","","07/09/2026","Mobile Cart","Surgical Day Care","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"LD029360","HSS-8085248","3XRXCW3","VIHA-EWHU-Esquimalt/Westshore Health Unit-Main Building-1st Floor","Victoria","Main Building","12","1","VIHATRP20240408-002","","","General Rounding","Telemetry","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7440 V7"
"LD040887","HSS-8085905","8P5TCW3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","WFH","WFH","WFH","VIHATRP20240422-067","","","Excluded","Timekeeping","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"LD049736","HSS-8094382","HCJKP54","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","ISLHTRP20250714-037","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC033148","HSS-8072331","CZJMPR3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S526","5","VIHATRP20230731-017","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD074717","HSS-1903165","GNS3WH3","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor","Victoria","South tower","unknown","4","DMND0005135","","07/02/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC038684","HSS-8059599","806R5K3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","unknown","5","VIHATRP20220704-005","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC045552","HSS-8072336","CRYMPR3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S538","5","VIHATRP20230221-073","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD023307","HSS-8078305","BKBB5X3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S529","5","VIHATRP20230911-054","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7430 V1"
"AO005020","HSS-8086396","C23801M190","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","VIHATRP20240506-067","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"DRL5H13","HSS-1961966","DRL5H13","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","unknown","5","SD513310","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell WYSE 5070 THIN CLIENT V3"
"LD062301","HSS-1039136","6F26NN3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S538","5","REQ0749930-RITM0787959-SCTASK1246921","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC033448","HSS-8089131","52H6D14","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A POD","5","VIHATRP20240812-021","","06/17/2026","Critical Clinical","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"LD049731","HSS-8094406","HDPKP54","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","ISLHTRP20250714-062","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"AO001016","HSS-8093457","C23A03M056","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","VIHATRP20250512-036","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"LD049734","HSS-8094407","HDDJX64","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","ISLHTRP20250714-063","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC033892","HSS-8072296","2QVMPR3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A POD","5","VIHATRP20230221-033","","06/17/2026","Critical Clinical","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD028679","HSS-8080831","J7PYFY3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S526","5","VIHATRP20231127-086","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC031695","HSS-8061726","3TVQQN3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","unknown","5","VIHATRP20220815-196","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC047316","HSS-8072338","6SLLPR3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","unknown","5","VIHATRP20230221-075","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO005023","HSS-8086354","C23801M149","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S506 adjacent","5","VIHATRP20240506-025","","06/25/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"LD032177","HSS-8099432","SD0061MK","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S593","5","ISLHTRP20260706-039","","07/10/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6 NT FPR 2x1"
"PC046401","HSS-8072291","41KMPR3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A POD","5","VIHATRP20230221-028","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO005021","HSS-8093458","C23A03M064","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","VIHATRP20250512-037","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"LD023306","HSS-8024250","H1XH8D3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","VIHATRP20210913-058","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC064505","HSS-8089130","4M67D14","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","unknown","5","VIHATRP20240812-020","","07/02/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO005022","HSS-8086394","C23801M199","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","VIHATRP20240506-065","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"LD065717","HSS-8067659","67KFMN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","S540","2","VIHATRP20221017-119","","07/06/2025","Excluded","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"AO000438","HSS-8086418","C23801M193","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","VIHATRP20240506-088","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"AO000319","HSS-8097911","C25820M077","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","ISLHTRP20260420-062","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V19"
"PC072462","HSS-1988129","JXP3KQ3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S540","5","DMND0004201 DMND0004657","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD035295","HSS-8082344","1TCB9W3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","unknown","2","VIHATRP20240115-078","","06/22/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"AO001762","HSS-8095245","C24223M157","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S506 adjacent","5","REQ2006011-RITM2118701-SCTASK3441252","","07/10/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT COMPUTER MEDIX 22B"
"AO000442","HSS-8086395","C23801M194","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5B Hallway","5","VIHATRP20240506-066","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"PC033893","HSS-8058067","6SGQMH3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A POD","5","VIHATRP20220411-057","","06/17/2026","Critical Clinical","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC044273","HSS-8072292","1ZMMPR3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","VIHATRP20230221-029","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC031502","HSS-8061725","1VVQQN3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","PCA4","5","VIHATRP20220815-188","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD049741","HSS-8095238","7BZP774","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","ISLHTRP20250825-084","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"LD065362","HSS-8058054","B2R54J3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S526","5","VIHATRP20220411-044","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"AO005019","HSS-8086353","C23801M174","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A Hallway","5","VIHATRP20240506-024","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"AO000416","HSS-8098444","C25929M030","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5A hallway","5","ISLHTRP20260420-080","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V19"
"LD058909","HSS-8096357","505P774","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S538","5","ISLHTRP20251103-059","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"LD024209","HSS-8061218","76L8MN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2406","2","VIHATRP20220808-231","","06/29/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC080242","HSS-1047713","4FP6D14","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Victoria","Main Building","S526","5","REQ1429981-RITM1508470-SCTASK2423902","","05/13/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"WT616A3PKGV72","105383","616A3PKGV72","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","North tower","N551","5","","","04/19/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell WYSE 5010 THIN CLIENT"
"LD068930","HSS-1111236","1ZHSFW3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S529","5","REQ1726608-RITM1822128-SCTASK2921495","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"LD049726","HSS-8093880","C13TFW3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S533","5","ISLHTRP20250616-043","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"AO000445","HSS-8086414","C23801M201","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S5B Hallway","5","VIHATRP20240506-084","","06/05/2026","Mobile Cart","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"TD030308","HSS-8080826","CT9D9Y3","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor","Victoria","South tower","S534","5","VIHATRP20231127-081","","06/25/2026","General Rounding","Trauma","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 9440 2-in-1 V1"
"PC065757","HSS-8096718","MZ02VW00","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","n/a","1","ISLHTRP20251208-026","","12/15/2025","General Rounding","upcc","NTT-Deskside Services-VictoriaGen-Local","LENOVO 12TJS02W00"
"LD021657","HSS-8098026","PF5WPYV9","VIHA-EUPCC-Esquimalt Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","NO DATA","1","ISLHTRP20260316-030","","05/08/2026","General Rounding","Urban Greater Victoria Adm","NTT-Deskside Services-VictoriaGen-Local","LENOVO THINKPAD T14 GEN6"
"LD101409","HSS-1045428","JKY69W3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N293A","2","REQ1228776-RITM1294613-SCTASK2071408","","03/07/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"LD101410","HSS-1045430","F8B59W3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N293A","2","REQ1228772-RITM1294609-SCTASK2072102","","04/15/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC041933","HSS-8092532","2GFCQ54","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N277","2","VIHATRP20250310-009","","06/26/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC050074","HSS-8090108","FSS4144","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285","2","VIHATRP20240923-070","","06/06/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"LD086066","HSS-1046543","HKSQCW3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","North tower","N286","2","REQ1301148-RITM1372111-SCTASK2200932","","04/15/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"PC038880","HSS-8061256","HDG5XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20220808-259","","04/15/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC038878","HSS-8061255","GJ25XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20220808-257","","06/27/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC067088","HSS-8070167","7NCNPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20221226-084","","06/27/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD067451","HSS-1045431","19S69W3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N293A","2","REQ1228770-RITM1294605-SCTASK2072664","","04/15/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC038881","HSS-8061266","FG25XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20220808-262","","06/27/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC029274","HSS-8069553","5RB2RN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N284","2","VIHATRP20221212-048","","03/07/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC037787","HSS-8074578","87Z2KQ3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20230522-036","","06/27/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC067158","HSS-8085291","DQH4X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N281","2","VIHATRP20240408-046","","06/26/2026","Critical Clinical","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"LD038245","HSS-8061260","JNR8MN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N287","2","VIHATRP20220808-263","","04/15/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC067151","HSS-8082337","98TLPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N279","2","VIHATRP20240115-071","","06/26/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD027354","HSS-8061678","4VB1MN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N291","2","VIHATRP20220815-157","","04/15/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC038883","HSS-8061267","HG25XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20220808-266","","06/27/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC038885","HSS-8082354","J98NPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N285A","2","VIHATRP20240115-088","","06/27/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD101411","HSS-1045429","C6769W3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N293A","2","REQ1228774-RITM1294611-SCTASK2072127","","06/26/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC033167","HSS-8061250","4LF5XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","North tower","N280","2","VIHATRP20220808-255","","06/26/2026","General Rounding","Urgent Medical Assessment","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
